rec_id,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,ip_address,employed
R224348,vick,emiyl,statford,f,31,11/3/198q,601  Toorak  Roat,Toorzk,31q2,VIC,03  s102  4469,stanford.vickl@mail.com.au,156.89.144.167,FALSE
R196327,alice,warren,johnson,f,20,16/2/2000,17  Martin  Street,Castlemaine,3450,VIC,03  0192  9599,johnson.alice@gmail.com,55.11.177.161,FALSE
R342131,darlene,kiem,drury,f,65,28/4/1955,39  Bucknell  Street,Newtown,2042,NSW,02  2381  2315,darlene.drury@gmail.com,216.102.2.240,FALSE
R138185,carol,folk,barnette,f,29,27/2/1991,20  Semmens  Street,Long  Gully,3550,VIC,03  8370  4175,barnette.carol@hotmail.com,207.17.24.7,
R159792,kirsten,norton,oneil,f,27,8/6/1993,38  Illawarra  Street,Allawah,2218,NSW,02  5210  5892,oneil.kirsten@mail.com.au,196.228.224.179,FALSE
R807955,asbley,stmith,humpherys,f,36,3/6/1984,22  Kitson  Avemue,Ricbmond,5032,SA,,dp0dgiipqf@yahoo.com,26.7.162.47,FALSE
R159874,michael,s,boggs,m,36,6/7/1984,49  Hughes  Avenue,Hobartville,2753,NSW,02  2488  4517,michael99@mail.com.au,36a83.10.17,FALSE
R807201,elizabeth,joyner,hens,f,25,3/2/1995,64  Folkstone  Avenue,Albany  Creek,4035,QLD,07  3710  3180,elizabeth.hens@gmail.com,90.90.119.232,
R810047,cutris,davjd,marbeh,m,,7/6/1o94,5  Atawomba  Street,Lutmilla,840,NT,08  q970  5992,marbet.curtis@gmaik.com,201.105.121.243,FALSE
R522246,joshua,bernard,bare,m,23,13/6/1997,15  John  Street,Hunters  Hill,2110,NSW,02  5627  2485,bare40@mail.com,186.174.105.241,TRUE
R183890,gwendolyn,sameerah,mcelwee,f,-20,16/5/2000,9  Padstow  Street,Karrinyup,6018,WA,08  5937  5708,mcelwee58@gmail.com,194.40.161.24,FALSE
R164193,deborah,jean,kitchings,f,28,7/4/1992,41  Leonora  Street,Como,6152,WA,08  1895  3197,deborah.kitchings@mail.com,200.107.111.136,FALSE
R470505,ronald,guffin,hartsoe,m,33,22/11/1987,72  Kowinka  Street,White  Rock,4868,QLD,07  1636  5148,hartsoe1@gmail.com,106.72.157.214,FALSE
R228536,edward,stewart,fennell,m,53,3/5/1967,208  Yambil  Street,Griffith,2680,NSW,02  8662  9162,fennell.edward@mail.com.au,197.37.178.30,FALSE
R571778,pddro,jame5,jacison,m,35,8/5/1q85,35  Enis  Road,Milsnos  Point,2o61,NSW,02  50l2  0851,dhlfsgqjr@gmail.com,99.23.211.244,TRUE
R183536,christina,patrica,larson,f,40,18/9/1980,Upton  Road  White  Gate,Avenel,3664,VIC,03  8716  0624,christina22@mail.com,1.247.182.215,
R846527,ricbard,londonr,dobkson,m,45,12/1z/1975,33  Eldersbaw  Place,Garfan,2609,ACT,02  o270  4449,dobson83@mai1.com.au,101.89.69.217,FALSE
R935643,william,kermit,kinard,m,22,18/10/1998,7  Banksia  Street,Nightcliff,810,NT,08  6939  5151,kinard.william@gmail.com,230.196.166.64,FALSE
R421644,jonathan,m,franklin,m,31,11/2/1989,36  Fairbank  Street,Sunnybank,4109,QLD,07  8620  6764,franklin.jonathan@aol.com,117.10.177.123,
R593506,larrv,z,lloyt,m,35,19/6/1085,2  Catherine  Strefet,Gwynnevile,2508,NSW,02  3250  0g13,lloyd30@hotmail.c0m,137.41.205.253,FALSE
R185648,victor,s,potoczek,m,,10/7/1991,21  Boa  Vista  Road,New  Town,7008,TAS,03  7538  4018,potoczek40@gmail.com,178.62.32.153,
R142724,greta,warrick,plaster,f,40,8/7/1980,11  Bonarius  Street,Edgeworth,2285,NSW,02  5431  4841,ilsifbqsph@yahoo.com,128.110.45.68,FALSE
R447870,hannab,stnrr,parsohs,f,37,15/7/1883,34  Upp5er  Clifton  Terrace,Red  Hil,405q,QLD,,,118.162.76.171,FALSE
R945322,anita,kathrynhunt,brewer,f,,3/5/1994,4  Allan  Place,Darlington,6070,WA,08  2757  4496,goronpbemn@aol.com,12.161.196.90,
R180329,george,wayne,thompson,m,20,11/8/2000,10  Murat  Street,Seaview  Downs,5049,SA,08  6638  0687,ekolobaiie@mail.com,48.151.13.185,FALSE
R101301,jerejy,franklib,crait,m,,16/9/q988,43  Lady  Jsmison  Drive,Glenmore  Parck,274s,NSW,02  8279  82q2,,120.33.201.129,FALSE
R150820,bridget,lynette,elliott,f,26,26/12/1994,67  Maroondah  Highway,Croydon,3136,VIC,03  6846  6172,bridget.elliott@mail.com,77.51.210.176,FALSE
R445562,erika,caroiynn,wal5ton,f,35,10/2/1i85,15  Poznsn  Crescent,Hakham  West,5123,SA,,,96.118.43.105,FALSE
R131174,trace,michael,chadwick,m,34,26/6/1986,27  Helena  Street,Randwick,2031,NSW,02  0399  8688,chadwick11@aol.com,148.211.87.209,FALSE
R123339,max,wayje,shacklefoahd,m,22,14/11/199i,8  Plume  Strest,Redcl'lffe,402o,QLD,07  z567  0811,mac.shackleford@gjail.com,122.215.29.209,FALSE
R191601,james,james,forlano,m,32,11/8/1988,7  Gretel  Street,Greenfield  Park,2176,NSW,02  5993  0605,jnsorbdabf@yahoo.com,227.134.6.167,FALSE
R438392,dagid,warreri,bemge,m,19,9/1/2o01,13  Fig  Stree5,Blakwater,q717,QLD,07  80t2  7182,,168.213.249.104,FALSE
R414041,maryjane,z,saintsing,f,,9/9/1994,7  Kavanagh  Street,Mount  Barker,5251,SA,08  2449  6637,maryjane56@gmail.com,37.76.141.116,
R156703,winfree,matthrw,fickging,m,,18/3/l994,62  Eoeanor  Street,Footsray,30l1,VIC,03  8527  q688,fickling1l@yahoo.com,113.99.28.46,FALSE
R181679,jannie,ann,cernik,f,24,21/5/1996,133  Regatta  Road,Canada  Bay,2046,NSW,02  6518  8548,cernik56@yahoo.com,107.124.72.193,FALSE
R101967,katerine,mkilwain,hertller,f,,19/7/1097,20  Fernlea sStreet,Geevung,4o34,QLD,07  70|4  3695,katherineq8@gmail.com,222.66.146.142,
R800212,rosie,tennill,gilbert,f,48,18/5/1972,48  Prior  Road,Noble  Park,3174,VIC,03  6014  5880,rosie.gilbert@aol.com,157.181.204.217,FALSE
R152913,carfie,michellr,5annes,f,,3/7/1890,7  Dobelll  Place,Meteford,23z3,NSW,02  5938  5873,kfkmqtjfdq@h0tmail.com,1A6.103.198.6,TRUE
R335199,melv:na,,hillisrd,f,37,8/2/q983,10  Bvrnes  Street,Swan  Hlll,3580,VIC,03  6662  0499,,8.101.179.224,FALSE
R514658,ro1>ert,rayn,hasting5,m,31,10/7/1i89,15  Attfild  Road,Yorkl,6392,WA,08  1379  7817,robert83@mail.com.a7,208.102.152.205,FALSE
R321014,michelle,demarest,mcclary,f,26,9/6/1994,31  Arndell  Street,Camden,2570,NSW,02  1790  3153,michelle.mcclary@yahoo.com,198.36.96.39,FALSE
R144247,randall,jay,hansley,m,27,28/12/1993,21  Valentia  Parade,Tenambit,2323,NSW,02  8928  2292,randall.hansley@mail.com,67.28.76.28,FALSE
R885127,nik9le,altridge,m9ller,f,46,14/2/197e,Brige  Street,Langhorne  Cr4ek,525s,SA,08  0318  o783,,160.65.224.148,FALSE
R181812,reginald,lorenzo,hatcher,m,25,25/9/1995,4  Figg  Place,Palmerston,2913,ACT,02  8037  7023,hatcher.reginald@aol.com,117.240.192u108,
R110792,kwendolyn,esdela,ggeene,f,34,3/6/2986,26  Leunear  Street,Claqyton,3165,VIC,03  0003  9426,dskitpehaj@ma'll.com,215.61.108.179,FALSE
R106444,desyaw,ediyh,williamy,f,32,8/10/1987,32  Campion  Crescemt,Atadale,61s6,WA,08  8203  6889,williams21@yaho9.com,62.79.162.33,FALSE
R432182,harry,lawrence,free,m,31,20/12/1989,60  Jacaranda  Drive,Jerrabomberra,2619,NSW,02  5380  6603,harry.free@mail.com.au,170.123.135.197,FALSE
R154871,william,h,barnes,m,31,30/8/1989,19  Argent  Street,Elizabeth  Grove,5112,SA,08  2308  1043,william.barnes@hotmail.com,43.252.1Y.159,TRUE
R148449,brenda,montuori,taylor,f,38,12/12/1982,2  Croydon  Avenue,Croydon,2132,NSW,02  9135  4505,taylor9@gmail.com,191.105.108.215,FALSE
R377817,willoam,ellos,shwe,m,40,25/1/198o,73  Stanh0pe  Road,Killraa,2021,NSW,02  2z93  7117,,24.47.123.25,FALSE
R125727,emna,pracha,kamara,f,45,20/5/1976,20  Vict0r  Place,Goenorchy,7o10,TAS,03  q466  8436,emma.camara@maik.com.au,223.46.235.157,FALSE
R376942,tracey,elmer,gist,m,36,29/8/1984,2  Hardy  Street,Fairfield,2165,NSW,02  4786  1629,gist43@gmail.com,87.177.174.241,FALSE
R194203,crystal,lou,dalton,f,,6/9/1990,12  Latrobe  Road,Railton,7305,TAS,03  5875  9954,ateclgjpqi@yahoo.com,9.137.153.109,FALSE
R121212,ellen,l,triolo,f,34,26/12/1986,18  Chesterfield  Road,Somerville,3912,VIC,03  2365  8494,ellen.triolo@hotmail.com,201.93.147.205,FALSE
R139062,pamela,lynn,plemmons,f,20,10/5/2000,19  Lee  Road,Runaway  Bay,4216,QLD,07  8899  9877,plemmons10@yahoo.com,200.16.45.46,TRUE
R901990,msrk,wj,hunnicutr,m,-33,29/12/1987,55  Springfield  Crescend,Hampton  Pzrk,3936,VIC,03  15|7  7269,,173.92.241.254,
R168521,jance,zean,fau1k,f,30,25/6/19i0,7  Brixton  Roacl,Lidcopbe,214|,NSW,02  2245  6150,janice3g@aol.com,121.90.42.157,FALSE
R187456,leo,lee,rash,m,35,28/4/1985,18  Bienvenue  Drive,Currumbin  Waters,4223,QLD,07  9981  1430,leo100@hotmail.com,239.181.138.17,FALSE
R139133,chalene,levereite,mesder,f,33,25/2/1q87,15  Seabro0k  Avenue,Roswbud,393q,VIC,03  72o0  4388,messer.charlene@gmaik.com,235.124.141.242,FALSE
R938233,ruby,paulk,hopkins,f,21,17/2/1999,14  Blackman  Place,Port  Lincoln,5606,SA,08  3349  4383,ruby20@yahoo.com,52.43.57.126,
R198510,marya,groan,cassads,f,21,21/3/19i9,10  Brough  Plase,Chapmaon,261|,ACT,,maria33@aoo.com,132.252.202.215,FALSE
R120040,diaea,zei1er,chbanuon,f,40,7/11/|980,6  Exhibition  Strit,Bentlekgh,3214,VIC,03  3930  40l7,diana67@yaboo.com,10.86.229.2,TRUE
R734464,william,wayne,walker,m,36,21/11/1984,2  Cumberland  Court,Forest  Hill,3131,VIC,03  7961  8862,walker.william@hotmail.com,172.97.25Q.26,FALSE
R194595,timothy,edward,grogan,m,39,2/1/1981,549  Stockleigh  Road,Jimboomba,4280,QLD,07  8500  5187,grogan54@gmail.com,27.84.26.103,FALSE
R164634,marcy,e,pitts,f,21,7/12/1999,5  Banora  Court,Mount  Louisa,4814,QLD,07  4237  0068,pitts.marcy@mail.com.au,168.56.229.66,
R743961,anita,s,beck-ortner,f,-34,20/1/1986,Raceview  Drive,Dalby,4405,QLD,07  3560  5090,iahtlclgke@yahoo.com,14.1.216.182,FALSE
R100537,pavl,theodor,shae,m,39,2/12/1991,32  Worrell  Avenve,Hikh  Wycombe,6051,WA,08  0187  2920,shaw.paul@aol.clm,99.27.84.205,
R195999,naomi,elaine,hopkins,f,32,19/11/1988,18  Luke  Court,Frankston,3199,VIC,03  7899  9663,naomi86@gmail.com,76.192.130.26,
R238311,salvatore,joe,norman,m,20,25/11/2000,1  Phillip  Street,Waterloo,2017,NSW,02  5039  5756,nnjplsaigh@mail.com.au,145.198.151.79,
R136729,arthur,thomas,sumner,m,31,17/5/1989,28  Bridge  Road,Blaxland,2774,NSW,02  1130  2078,sumner.arthur@mail.com.au,24.28.37.91,TRUE
R192114,krisiin,mar8e,amburm,f,-25,25/6/1996,15  Thurris  Road,Raz0rback,257l,NSW,0z  8849  5677,amburn.krisrin@gmail.com,187.40.174.140,FALSE
R171757,stephwn,mon5oe,etheridg,m,29,10/7/1981,2  Brad1ey  Street,Nakbour,456o,QLD,07  8i59  5446,stephen92@yaboo.com,47.179.84.249,TRUE
R194338,robett,jospeh,jacckson,m,25,3/5/199t,22  Churcb  Street,Nagambij,36o8,VIC,03  062|  7078,robe4t.jackson@yahoo.com,138.149.24E104,FALSE
R197182,charmaine,king,oxendine,f,27,31/3/1993,14  The  Esplanade,Thornleigh,2120,NSW,02  4465  4628,charmaine.oxendine@aol.com,239.249.29.8,FALSE
R174310,tylerl,tiiiiothy,moris,m,44,3/e/1976,35  Glenbang  Crescent,Kaolaroo,60z5,WA,08  884q  9202,morrisz8@hotmail.com,152.96.14.148,FALSE
R705289,victor,ray,percell,m,,20/2/1984,33  Macrobertson  Street,Mawson,2607,ACT,02  0577  9157,victor.percell@gmail.com,93.243.124.148,TRUE
R267200,faye,marie,sutton,f,15,31/5/2005,9  Ruth  Street,Highgate  Hill,4101,QLD,07  1835  0618,faye82@hotmail.com,244.43.71.172,FALSE
R192180,latoya,delane,castro,f,26,13/12/1994,37  Fifth  Avenue,St  Peters,5069,SA,08  8263  6907,castro.latoya@hotmail.com,155.20.239.38,TRUE
R149711,chrsty,alen,hinshafw,f,27,17/5/2993,,Ayers  Roclc,879,NT,08  548o  3642,hinshaw43@maii.com,A9.98.243.48,FALSE
R135615,anthony,russell,wilson,m,30,25/5/1990,59  Shoreline  Drive,Howrah,7018,TAS,03  9383  5102,kaqmqitest@mail.com,164.113.165.135,FALSE
R154133,eova,lafern,scaborough,f,25,20/4/19g5,90  Wind5or  Road,Dulwic  Hill,2403,NSW,02  5614  68o7,scarborough18@gmzil.com,80.93.66.35,FALSE
R438151,marcus,antony,damato,m,28,24/5/1992,3  Altair  Court,Woodroffe,830,NT,08  1989  8967,marcus35@aol.com,104.143.30.79,FALSE
R684742,kathsrine,kan,perrv,f,33,15/5/|987,1  Tbirlmere  Road,Mont  Lawley,6040,WA,,katherine37@tmail.com,28.236.243.138,FALSE
R167321,virginia,guthrie,bowling,f,40,30/3/1980,277  Victoria  Street,Altona  Meadows,3028,VIC,03  6961  9824,bowling.virginia@mail.com,20.247.33.184,FALSE
R195868,kissey,nicole,wilder,f,41,28/5/1979,50  French  Street,Lalor,3075,VIC,03  7500  3196,arobgkqdpk@aol.com,33.44.90.103,FALSE
R273297,kathrine,louise,slaton,f,32,20/8/1988,39  Mason  Street,Shepparton,3630,VIC,03  5776  0908,slaton.kathrine@hotmail.com,161.62.118.15,FALSE
R148278,timothy,reginal,ogburn,m,48,29/9/1972,128  Allen  Street,Hamilton,4007,QLD,07  9534  2888,ogburn.timothy@yahoo.com,109.59.47.122,
R178337,garv,alfoahd,barriett,m,25,30/3/1996,2  North7mberland  Avenue,Mound  Colah,2075,NSW,0z  9881  4959,gsry53@mail.com.au,129.158.166.180,FALSE
R140339,kevjn,brizn,fulghuom,m,27,4/2/19g3,9  Darrj  Avenue,Penridh,275o,NSW,,,121.35.149.85,FALSE
R186294,carlon,alzn,vanec1<,m,36,29/12/1g84,16  Hudspet  Court,Katberine,08s0,NT,08  6698  z817,,185.108.164.255,FALSE
R110266,marion,lee,reed,f,26,31/12/1994,Beechworth  Road,Leneva,3691,VIC,03  4549  1998,reed.marion@yahoo.com,117.155.25.186,FALSE
R162543,william,earnest,newman,m,27,2/3/1993,21  Nandewar  Street,Narrabri,2390,NSW,02  8607  7570,william.newman@hotmail.com,136.5.225.213,FALSE
R138225,dorene,b,kasberg,f,24,19/2/1996,16  Maisie  Crescent,Wembley  Downs,6019,WA,08  6882  1792,kasberg77@gmail.com,1Q3.21.22.27,FALSE
R813743,todo,edeard,kas2uba,m,20,12/3/2o00,5  Whidington  Circuit,unn,083z,NT,08  4207  6661,ofnciahdrm@hotmzil.com,100.204.5.178,FALSE
R131019,jane,greene,hodge,f,29,18/12/1991,12  Kentia  Court,Parklea,2768,NSW,02  1714  9201,hodge.jane@yahoo.com,101.228.243.107,
R179848,rodrick,lee-dante,badgett,m,14,6/7/2006,Maidens  Brush  Road,Gosford  North,2250,NSW,02  0943  5175,badgett57@mail.com.au,29.38.129.60,FALSE
R166953,elmer,edward,solak,m,60,7/9/1960,300  Elgar  Road,Box  Hill,3128,VIC,03  7592  6422,elmer.solak@mail.com.au,159.85.196.228,FALSE
R181992,wendv,le,patyon,f,26,18/3/|994,1  Leonard  Steeet,Miltura,3s00,VIC,03  577s  6971,patton55@vahoo.com,28.236.34.111,FALSE
R169023,gloria,haskins,korshin,f,32,1/5/1988,8  Albert  Place,Dingley  Village,3172,VIC,03  6767  0164,gloria.korshin@aol.com,218.187.185.48,FALSE
R347593,donna,janeriley,revels,f,41,15/1/1979,33  Gardenia  Street,Blackburn,3130,VIC,03  9881  3031,revels81@hotmail.com,4.101.82.226,FALSE
R118095,lonnie,michael,seagroves,m,32,9/2/1988,28  Shrubby  Walk,Croydon,3136,VIC,03  9785  3082,seagroves33@hotmail.com,159.16.112.234,FALSE
R773349,sophronia,may,johnson,f,17,6/3/2003,1  Bamboo  Street,Nightcliff,810,NT,08  3988  9247,johnson65@yahoo.com,206.68.170.237,
R154199,kenneth,fillmore,denton,m,51,2/4/1969,51  Todd  Mall,Alice  Springs,870,NT,08  5326  4038,nmtbhjhcae@aol.com,207.162.36.6,TRUE
R322435,carolyn,kate,herman,f,29,31/10/1991,64  Second  Street,Warragamba,2752,NSW,02  2507  6312,herman.carolyn@aol.com,17.123.202.208,FALSE
R176784,david,nathaniel,preston,m,26,30/10/1994,4891  South  Gippsland  Highway,Toora,3962,VIC,03  2773  2612,david.preston@hotmail.com,165.139.164.135,FALSE
R366090,irenr,dopothea,vloyd,f,48,16/10/1g72,10  Muahphy  Court,Bundanerg,467o,QLD,07  7379  8831,,106.251.204.27,FALSE
R147614,bonita,nurzie,alderson,f,36,19/1/1984,139  Brisbane  Street,St  Marys,2760,NSW,02  1400  4339,alderson100@mail.com,160.184.248.101,FALSE
R385320,maryloiuine,heldn,coubhlin,f,33,1/1/|987,2  Third  Stree5,Paahkdale,31g4,VIC,03  3284  5892,marylo7ine31@aol.com,41.137.142.209,FALSE
R197614,dana,alexander,woodard,m,31,29/10/1989,Melville  Bay  Road  Gove  Yacht  Club,Nhulunbuy,880,NT,08  5359  2468,qgfahhctlh@hotmail.com,31.157.69.198,FALSE
R310058,sc0tt,alat,thompsn,m,34,6/4/|986,290  Westela  Drive,Turners  Beac,73|5,TAS,03  9797  295y,scott.thompsori@hotmail.com,154.134.13.156,
R464876,elain,nico1e,simons,f,40,25/1/19u0,Maryborough  Roadb,Shelbovrne,3464,VIC,03  6036  056q,nsiidhclep@gmail.com,62.179.236.44,
R163411,aj,jonquil,henderson,m,34,13/9/1986,27  Port  Mar  Street,Moulden,830,NT,08  5561  7935,aj80@yahoo.com,,
R326791,holly,hason,velasquez,f,,11/3/1983,1826  Ferntree  Gully  Road,Ferntree  Gully,3156,VIC,03  5512  3020,seefdibsld@yahoo.com,226.28.190.248,FALSE
R482487,jessica,l,minielly,f,21,16/12/1999,2  Yale  Street,Robina,4226,QLD,07  4041  1933,minielly.jessica@mail.com,191.27.27.151,FALSE
R725422,anthpny,rav,galfin,m,36,10/6/1g84,8  Heirelberg  Street,Eazt  Brisbane,416q,QLD,07  o785  0409,anthony5@hotmsil.com,115.159.107.214,
R138871,roy,ashley,cox,m,41,21/12/1979,1  Long  Point  Road,Sandy  Bay,7006,TAS,03  2549  2472,roy37@mail.com,91.67.5.214,FALSE
R179126,benjamih,wa6ne,revelj,m,45,26/2/1g75,68  Progr3ss  Drive,Nightcl:ff,08l0,NT,08  3127  51e5,inlnprgaqi@hotmail.com,116.156.0.95,FALSE
R100062,keoly,li,ornsteiri,f,29,19/2/1q91,70  Hopping  Roat,Inglebum,256s,NSW,02  2940  65q5,,78.228.74.233,FALSE
R192503,edward,ray,darity,m,33,14/5/1987,2  Auburn  Grove,Hawthorn  East,3123,VIC,03  6326  9271,edward31@mail.com,253.220.255.26,FALSE
R298894,barbars,anr,larck,f,41,24/2/1i79,10  Brook  Courd,Hampton  Pak,3973,VIC,,|ark63@gmail.com,207.107.56.173,TRUE
R862056,ebony,margaret,washington,f,25,16/4/1995,43  Spring  Street,Hastings,3915,VIC,03  7663  9478,qjcdipegiq@yahoo.com,102.45.5.142,FALSE
R181333,grady,russell,woods,m,32,26/10/1988,60  Fischer  Street,Torquay,3228,VIC,03  1939  8210,woods.grady@hotmail.com,222.78.53.19,
R126058,robert,dale,champion,m,41,24/9/1979,7  Illuka  Crescent,Mount  Waverley,3149,VIC,03  1836  0871,robert.champion@yahoo.com,141.186.57.16,FALSE
R182674,john,henry,campbell,m,39,3/7/1981,411  Golden  Four  Drive,Tugun,4224,QLD,07  2117  0204,campbell55@aol.com,230.189.111.83,FALSE
R786922,leobard,wayn,eagpn,m,29,l0/5/1991,11  Eueopa  Court,Runco4n,4193,QLD,07  13z6  1112,eagan62@mail.com.au,182.210.87.29,FALSE
R103220,alexander,ware,murphy,m,49,8/9/1971,5  Ashmore  Street,Wangaratta,3677,VIC,03  1179  2788,alexander.murphy@hotmail.com,205.217.227.64,FALSE
R118533,bruce,malcolm,jimenez,m,24,5/12/1996,Ocean  Road,Apollo  Bay,3233,VIC,03  9989  7496,bruce56@gmail.com,137.19.99.27,
R115367,olam,romam,bevk,m,35,25/3/1o85,67  Barraclougih  Crescent,Monas,2902,ACT,,olksrnodqm@yahoo.com,239.195.186.225,
R101192,jessica,nita,christensen,f,35,12/5/1985,14  Teece  Street,Weston,2326,NSW,02  8544  0042,jessica.christensen@mail.com,205.152.121.139,FALSE
R828400,pamelq,mcdonaald,hugtins,f,28,28/11/19o2,Irelanwd  Road,Bilbu,2689,NSW,,pamela.huggin5@mail.com.au,61.160.83.126,FALSE
R771790,dennis,becton,degre,m,,18/8/1983,1  Bishops  Bridge  Road,Sawyers  Gully,2326,NSW,02  3539  6456,dgfdsqhfqp@mail.com,47.67.203.32,FALSE
R977448,josteph,lavomnd,bufalino,m,32,4/1/1q88,2  Harsd  Road,Irark,349q,VIC,,joseph.buffal8no@mail.com,57.91.186.1,
R646438,vrederick,fredrikk,brltt,m,27,6/7/199w,48  Dels8e  Street,Cabnon  Hill,417o,QLD,07  0197  1914,jfgomllbdq@mail.com,236.41.71.27,FALSE
R157581,brett,lucas,koehn,m,22,19/3/1998,98  Little  Bay  Road,Little  Bay,2036,NSW,02  7393  1231,brett.koehn@yahoo.com,203.13.65.206,FALSE
R221727,rosetta,macy,knowles,f,22,29/8/1998,17  Oakes  Avenue,Clayton  South,3169,VIC,03  6068  0322,knowles.rosetta@gmail.com,63.36.218.28,TRUE
R111089,charles,anthony,fox,m,29,13/4/1991,2  Gumnut  Way,Moulden,830,NT,08  8464  3886,snjgensken@mail.com,115.182.175.22,FALSE
R158279,megan,eva,moore,f,25,28/4/1995,14  Churchill  Avenue,Kooringal,2650,NSW,02  1538  3967,megan.moore@hotmail.com,115.254.214.28,FALSE
R196547,darlene,jean,meyer,f,38,28/9/1982,11  Featherby  Way,Karratha,6714,WA,08  1711  3003,darlene21@mail.com,,FALSE
R119105,jes5e,hoeard,arstrong,m,68,21/8/q952,48  Badgery  Strit,Albi0n  Park,25z7,NSW,02  2927  q820,jesse.a4mstrong@hotmail.com,93.224.0.15,FALSE
R392929,sdacy,car0l,russell-latam,f,46,13/7/19y4,69  Florence  Ayenue,Blair  Atbol,5080,SA,,russwll-latham27@mail.com,44.100.106.239,
R938980,joclie,latre1le,jognson,f,23,23/|/1997,s  Tongarra  Place,Weztleigh,21z0,NSW,02  7s04  7673,,225.222.153.51,FALSE
R649964,thomas,cain,hughes,m,33,13/2/1987,27  O'Hanlon  Road,Queanbeyan,2620,NSW,02  2851  8737,thomas81@aol.com,204.198.31.136,
R183718,horace,justen,graves,m,30,11/8/1990,21  Bandalong  Avenue,Pymble,2073,NSW,02  0063  9663,cfrmbkkeni@gmail.com,195.35.164.24,FALSE
R220767,janne,zue,bakre,f,36,21/2/198q,125  aMrion  Street,Bawnkstown,220o,NSW,02  9371  u911,jeanne.baker@hoymail.com,169.108.39.29,FALSE
R197330,annette,maye,whitmire,f,22,19/8/1998,42  Edwards  Street,Brighton,5048,SA,08  8100  5377,annette95@aol.com,95.70.131.176,FALSE
R192464,venkataj,ckyle,andersori,m,36,7/7/q984,48  Nicholqs  Drive,Saridy  Bay,70o6,TAS,,,156.171.4.137,FALSE
R110524,justin,carl,jones,m,37,18/2/1983,2  Bellara  Street,Tindal  Raaf,853,NT,08  8095  3541,justin.jones@mail.com,209.89.86.7,FALSE
R168735,mandison,chamblee,wilson,m,36,29/4/1984,109  Walker  Esplanade,Lake  Boga,3584,VIC,03  6757  5515,wilson68@gmail.com,63.109.19.187,FALSE
R137185,austin,lee,murphy,m,46,12/9/1974,70  Herron  Crescent,Latham,2615,ACT,02  5545  3365,austin.murphy@aol.com,96.163.54.181,FALSE
R570115,liss,k,abrcn,f,-31,4/12/1i89,9  Ashvord  Avenue,Rockihgham,6l68,WA,08  372z  3037,lisa.abron@rnail.com,91.73.26.167,FALSE
R142410,alfred,paul,corcoran,m,30,19/3/1990,32  Gardiner  Heights,Kinross,6028,WA,08  2627  5829,corcoran79@mail.com.au,156.23.0.28,FALSE
R110624,jamse,charlrs,sdepp,m,,1s/7/1984,134  Edwaahdes  Street,Reseryoir,3077,VIC,03  5012  7645,,176.48.57.55,TRUE
R156109,john,christopher,craver,m,,11/11/1984,450  Bell  Street,Pascoe  Vale  South,3044,VIC,03  1897  5724,craver85@hotmail.com,15.25A229.249,FALSE
R447786,justmery,d,hart,f,52,2/11/1968,5  Margarita  Close,Berwick,3806,VIC,03  3184  6696,justmery.hart@gmail.com,53.249.94.222,FALSE
R153888,charli3,lyn,hensxn,m,29,10/3/1g91,82  Nortb  Street,Tamworrh,2349,NSW,02  7542  2810,henson.charl'le@hotmail.com,210.107.143.252,
R367521,richrad,glemn,seamln,m,22,6/2/19q8,54  Lucws  Street,Scarboroue,4027,QLD,07  4468  8z78,seamon.richard@a0l.com,240.213.51.99,FALSE
R557083,nicole,lyon,patrick,f,44,27/5/1976,52  McKinlay  Street,Cloncurry,4824,QLD,07  6675  8075,nicole29@mail.com.au,40.136.1.189,FALSE
R161602,jared,stephen,davenport,m,48,10/11/1972,39  Farrell  Drive,Walloon,4306,QLD,07  4054  5410,objabkdrql@mail.com.au,16f.170.59.33,FALSE
R693767,paul,o,litwicki,m,23,9/12/1997,29  Royal  Parade,Reservoir,3073,VIC,03  5699  1841,paul.litwicki@aol.com,9.146.149.254,FALSE
R173288,tracie,j,burnette,f,,23/10/1999,70  Bradman  Road,Parafield  Gardens,5107,SA,08  8627  3294,epkahkshpc@aol.com,69.216.193.71,FALSE
R335815,robin,t,jefries,f,,17/8/1982,188  Heagney  Crescent,Gilmore,2905,ACT,02  1119  3377,jefries.robin@aol.com,106.221.7.187,
R861008,fayyaz,clyde,policastro,m,38,21/6/1982,57  Lincoln  Street,Beenleigh,4207,QLD,07  0754  1542,qfbhcorfdt@gmail.com,242.152.89.166,FALSE
R751334,florenae,eljzabeth,boldin,f,35,17/6/1i85,Scoullefs  Road,Ston3yford,3z60,VIC,03  8782  1319,bolding92@mall.com.au,76.40.78.85,
R112814,jessica,chawn,stocks,f,34,26/4/1986,3  Garswood  Road,Penrith,2750,NSW,02  8237  1011,stocks.jessica@yahoo.com,179.67.173.234,
R130219,juan,longworth,jennings,m,23,2/7/1997,1717  Almond  Road,Leeton,2705,NSW,02  9424  7941,ddrahrfirk@mail.com.au,242.114.248.2,FALSE
R140007,axely,chwnette,tvll,f,40,25/1o/1980,7  Casuaria  Circuit,Warabroock,2300,NSW,o2  9132  4647,tull100@yayoo.com,237.160.216.49,FALSE
